# domain	code	models	message
E	0503409D	-	The firmware of AMS D does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	050340A3	-	AMS(or AMS lite) D communication is abnormal. Please reconnect the module cable or restart the printer.
E	05804096	-	The device cannot detect AMS-HT A. Please reconnect the AMS-HT cable or restart the printer.
E	0580409C	-	The firmware of AMS-HT A does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058040A2	-	AMS-HT A communication is abnormal. Please reconnect the module cable or restart the printer.
E	05814096	-	The device cannot detect AMS-HT B. Please reconnect the AMS-HT cable or restart the printer.
E	0581409C	-	The firmware of AMS-HT B does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058140A2	-	AMS-HT B communication is abnormal. Please reconnect the module cable or restart the printer.
E	05824096	-	The device cannot detect AMS-HT C. Please reconnect the AMS-HT cable or restart the printer.
E	0582409C	-	The firmware of AMS-HT C does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058240A2	-	AMS-HT C communication is abnormal. Please reconnect the module cable or restart the printer.
E	05834096	-	The device cannot detect AMS-HT D. Please reconnect the AMS-HT cable or restart the printer.
E	0583409C	-	The firmware of AMS-HT D does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058340A2	-	AMS-HT D communication is abnormal. Please reconnect the module cable or restart the printer.
E	05844096	-	The device cannot detect AMS-HT F. Please reconnect the AMS-HT cable or restart the printer.
E	0584409C	-	The firmware of AMS-HT E does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058440A2	-	AMS-HT E communication is abnormal. Please reconnect the module cable or restart the printer.
E	05854096	-	The device cannot detect AMS-HT E. Please reconnect the AMS-HT cable or restart the printer.
E	0585409C	-	The firmware of AMS-HT F does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058540A2	-	AMS-HT F communication is abnormal. Please reconnect the module cable or restart the printer.
E	05864096	-	The device cannot detect AMS-HT G. Please reconnect the AMS-HT cable or restart the printer.
E	0586409C	-	The firmware of AMS-HT G does not match the printer; the device cannot continue working. Please update it on the 'Firmware' page.
E	058640A2	-	AMS-HT G communication is abnormal. Please reconnect the module cable or restart the printer.
E	05874096	-	The device cannot detect AMS-HT H. Please reconnect the AMS-HT cable or restart the printer.
E	0587409C	-	The firmware of AMS-HT H does not match the printer; the device cannot continue working. Please upgrade it on the 'Firmware' page.
E	058740A2	-	AMS-HT H communication is abnormal. Please reconnect the module cable or restart the printer.
E	05FE8053	-	The left nozzle is not matched with slicing file. Please initiate the print after re-slicing, or continue printing after replacing with the correct nozzle. Caution: the hotend temperature is high.
E	05FE8069	-	Unable to recognize the left hotend. It might be a third party hotend, or the hotend mark may be dirty. Please manually set the hotend type.
E	05FE806A	-	Unable to recognize the left hotend. It might be a third party hotend, or the hotend mark may be dirty. Please set hotend type on printer screen before next print.
E	05FE8080	-	The left hotend is not installed.
E	05FE8081	-	The left hotend is not installed.
E	05FF8053	-	The right nozzle is not matched with slicing file. Please initiate the print after re-slicing, or continue printing after replacing with the correct nozzle. Caution: the hotend temperature is high.
E	05FF8069	-	Unable to recognize the right hotend. It might be a third party hotend, or the hotend mark may be dirty. Please manually set the hotend type.
E	05FF806A	-	Unable to recognize the right hotend. It might be a third party hotend, or the hotend mark may be dirty. Please set hotend type on printer screen before next print.
E	05FF8080	-	The right hotend is not installed.
E	05FF8081	-	The right hotend is not installed.
E	07004001	-	The AMS has been disabled for a print, but it still has filament loaded. Please unload the AMS filament and switch to the spool holder filament for printing.
E	07004025	-	Failed to read the filament information.
E	07008001	-	Failed to cut the filament. Please check the cutter.
E	07008002	-	The cutter is stuck. Please make sure the cutter handle is out.
E	07008003	-	Failed to pull out the filament from the extruder. This might be caused by clogged extruder or filament broken inside the extruder.
E	07008004	-	AMS failed to pull back filament. This could be due to a stuck spool or the end of the filament being stuck in the path.
E	07008005	-	The AMS failed to send out filament. You can clip the end of your filament flat, and reinsert. If this message persists, please check the PTFE tubes in AMS for any signs of wear and tear.
E	07008006	-	Unable to feed filament into the extruder. This could be due to an entangled filament or a stuck spool. If not, please check if the AMS PTFE tube is connected.
